,0
CC_712,0.08024702
CC_5467,0.07988225
CC_4485,0.0724056
CC_8592,0.063080646
CC_85106,0.05929729
CC_3486,0.057278205
CC_79,0.056781907
CC_1182,0.055800013
CC_7277,0.05178947
CC_4477,0.049524978
CC_8792,0.046378776
CC_1415,0.04578507
CC_77106,0.043931887
CC_77108,0.04329239
CC_1729,0.03679603
CC_1338,0.035736173
CC_7792,0.034307238
CC_751,0.033860806
CC_5767,0.026982233
CC_7177,0.026842041
