,0
1112,0.11184634
4554,0.1003545
2565,0.07249145
5175,0.06814406
3776,0.049683556
3653,0.046970155
4552,0.044266857
484,0.041582245
5254,0.04091548
2561,0.040132895
5357,0.03901375
2563,0.034221414
645,0.032711938
1182,0.02711641
